5,NORMAL,1280,884
9,NORMAL,1280,885
1,NORMAL,1280,894
8,NORMAL,1280,899
1,NORMAL,1280,906
4,NORMAL,1280,909
1,NORMAL,1280,915
7,NORMAL,1280,917
14,NORMAL,1280,918
3,NORMAL,1280,923
14,NORMAL,1280,929
5,NORMAL,1280,930
4,NORMAL,1280,934
3,NORMAL,1280,946
26,NORMAL,1280,968
2,NORMAL,1280,969
1,NORMAL,1283,851
1,NORMAL,1284,678
1,NORMAL,1286,620
1,NORMAL,1291,592
1,NORMAL,1291,607
1,NORMAL,1292,735
1,NORMAL,1305,712
1,NORMAL,1308,523
1,NORMAL,1314,765
1,NORMAL,1316,836
7,NORMAL,1324,692
1,NORMAL,1324,701
1,NORMAL,1324,722
1,NORMAL,1326,651
1,NORMAL,1328,759
3,NORMAL,1336,581
7,NORMAL,1339,580
1,NORMAL,1339,633
1,NORMAL,1344,652
2,NORMAL,1344,703
1,NORMAL,1344,747
1,NORMAL,1344,765
1,NORMAL,1344,784
1,NORMAL,1347,695
1,NORMAL,1350,611
2,NORMAL,1350,612
2,NORMAL,1360,620
1,NORMAL,1360,629
2,NORMAL,1360,640
3,NORMAL,1360,643
2,NORMAL,1366,603
1,NORMAL,1366,628
3,NORMAL,1366,629
1,NORMAL,1366,638
1,NORMAL,1366,641
13,NORMAL,1366,643
1,NORMAL,1366,644
1,NORMAL,1366,651
2,NORMAL,1366,653
2,NORMAL,1366,662
3,NORMAL,1366,673
2,NORMAL,1366,684
3,NORMAL,1371,672
4,NORMAL,1376,692
1,NORMAL,1376,765
1,NORMAL,1377,830
1,NORMAL,1393,579
3,NORMAL,1400,925
1,NORMAL,1407,658
1,NORMAL,1409,880
2,NORMAL,1419,731
1,NORMAL,1421,595
2,NORMAL,1422,982
1,NORMAL,1423,726
4,NORMAL,1428,814
1,NORMAL,1434,887
1,NORMAL,1437,795
17,NORMAL,1440,732
1,NORMAL,1440,753
1,NORMAL,1440,770
3,NORMAL,1440,775
4,NORMAL,1440,783
43,NORMAL,1440,799
5,NORMAL,1440,805
4,NORMAL,1440,806
11,NORMAL,1440,822
1,NORMAL,1463,923
1,NORMAL,1474,787
2,NORMAL,1477,702
2,NORMAL,1486,615
2,NORMAL,1489,796
2,NORMAL,1496,816
5,NORMAL,1506,675
1,NORMAL,1507,612
1,NORMAL,1509,685
1,NORMAL,1511,772
1,NORMAL,1516,806
3,NORMAL,1518,689
1,NORMAL,1527,820
12,NORMAL,1536,682
23,NORMAL,1536,697
4,NORMAL,1536,698
2,NORMAL,1536,726
4,NORMAL,1536,727
7,NORMAL,1536,729
1,NORMAL,1536,730
1,NORMAL,1536,736
1,NORMAL,1536,748
7,NORMAL,1536,749
12,NORMAL,1536,752
23,NORMAL,1536,753
6,NORMAL,1536,757
4,NORMAL,1536,760
2,NORMAL,1536,765
4,NORMAL,1536,770
1,NORMAL,1536,782
3,NORMAL,1536,783
3,NORMAL,1536,784
5,NORMAL,1536,788
2,NORMAL,1536,798
1,NORMAL,1554,854
2,NORMAL,1563,764
1,NORMAL,1575,719
1,NORMAL,1584,732
6,NORMAL,1587,757
2,NORMAL,1588,926
2,NORMAL,1599,854
5,NORMAL,1600,1081
1,NORMAL,1600,1085
10,NORMAL,1600,709
1,NORMAL,1600,724
3,NORMAL,1600,731
8,NORMAL,1600,754
6,NORMAL,1600,756
1,NORMAL,1600,760
8,NORMAL,1600,761
1,NORMAL,1600,770
1,NORMAL,1600,771
6,NORMAL,1600,775
3,NORMAL,1600,776
1,NORMAL,1600,782
1,NORMAL,1600,783
6,NORMAL,1600,799
3,NORMAL,1600,815
1,NORMAL,1600,861
1,NORMAL,1600,876
2,NORMAL,1602,856
1,NORMAL,1610,973
1,NORMAL,1624,877
5,NORMAL,1634,824
1,NORMAL,1639,704
1,NORMAL,1647,879
11,NORMAL,1647,882
1,NORMAL,1649,1083
1,NORMAL,1664,857
1,NORMAL,1667,816
1,NORMAL,1668,560
2,NORMAL,1670,793
1,NORMAL,1670,876
3,NORMAL,1680,857
4,NORMAL,1680,881
18,NORMAL,1680,882
5,NORMAL,1680,888
4,NORMAL,1680,901
3,NORMAL,1680,902
7,NORMAL,1680,904
2,NORMAL,1680,905
7,NORMAL,1680,910
28,NORMAL,1680,911
6,NORMAL,1680,920
31,NORMAL,1680,925
2,NORMAL,1680,931
2,NORMAL,1680,932
8,NORMAL,1680,933
1,NORMAL,1680,934
4,NORMAL,1680,943
8,NORMAL,1680,944
2,NORMAL,1680,947
1,NORMAL,1680,949
1,NORMAL,1680,950
39,NORMAL,1680,955
24,NORMAL,1680,956
5,NORMAL,1680,964
5,NORMAL,1680,965
1,NORMAL,1680,984
3,NORMAL,1680,994
4,NORMAL,1680,995
3,NORMAL,1684,824
1,NORMAL,1704,1659
1,NORMAL,1707,1292
4,NORMAL,1741,810
9,NORMAL,1743,787
1,NORMAL,1745,855
4,NORMAL,1754,680
3,NORMAL,1761,990
1,NORMAL,1768,958
2,NORMAL,1769,990
1,NORMAL,1776,816
3,NORMAL,1786,601
3,NORMAL,1786,624
1,NORMAL,1786,647
3,NORMAL,1800,753
2,NORMAL,1803,877
1,NORMAL,1805,750
3,NORMAL,1829,868
2,NORMAL,1829,896
2,NORMAL,1833,1120
2,NORMAL,1860,905
1,NORMAL,1884,1008
1,NORMAL,1895,934
6,NORMAL,1900,955
1,NORMAL,1914,973
1,NORMAL,1920,1003
1,NORMAL,1920,1014
6,NORMAL,1920,1024
1,NORMAL,1920,1056
3,NORMAL,1920,1083
1,NORMAL,1920,1105
1,NORMAL,1920,1106
1,NORMAL,1920,867
1,NORMAL,1920,872
6,NORMAL,1920,888
1,NORMAL,1920,903
1,NORMAL,1920,908
25,NORMAL,1920,911
49,NORMAL,1920,912
1,NORMAL,1920,929
3,NORMAL,1920,932
1,NORMAL,1920,933
13,NORMAL,1920,934
11,NORMAL,1920,935
1,NORMAL,1920,936
46,NORMAL,1920,940
130,NORMAL,1920,941
2,NORMAL,1920,950
9,NORMAL,1920,951
41,NORMAL,1920,955
7,NORMAL,1920,956
1,NORMAL,1920,957
1,NORMAL,1920,961
23,NORMAL,1920,963
3,NORMAL,1920,964
1,NORMAL,1920,971
5,NORMAL,1920,974
19,NORMAL,1920,979
30,NORMAL,1920,980
24,NORMAL,1920,985
6,NORMAL,1920,986
3,NORMAL,1920,994
2,NORMAL,1920,995
1,NORMAL,1920,996
1,NORMAL,1956,925
4,NORMAL,1956,988
2,NORMAL,2021,1012
2,NORMAL,2021,989
2,NORMAL,2021,991
3,NORMAL,2040,816
2,NORMAL,2044,1041
1,NORMAL,2048,996
1,NORMAL,2133,947
1,NORMAL,2219,1278
1,NORMAL,2252,988
3,NORMAL,2259,1047
3,NORMAL,2259,1073
2,NORMAL,2400,1317
1,NORMAL,2560,1163
7,NORMAL,2560,1255
5,NORMAL,3413,1660
3,NORMAL,375,559
1,NORMAL,731,531
1,NORMAL,765,715
3,NORMAL,782,495
1,NORMAL,784,498
3,NORMAL,784,502
3,NORMAL,784,508
1,NORMAL,784,526
2,NORMAL,784,530
2,NORMAL,784,568
3,NORMAL,784,577
1,NORMAL,795,424
1,NORMAL,806,469
1,NORMAL,806,525
1,NORMAL,826,419
1,NORMAL,827,469
1,NORMAL,845,995
1,NORMAL,884,537
1,NORMAL,910,840
2,NORMAL,914,774
1,NORMAL,915,766
18,NORMAL,917,1048
2,NORMAL,917,596
4,NORMAL,922,554
3,NORMAL,930,529
1,NORMAL,934,643
3,NORMAL,946,447
1,NORMAL,948,626
1,NORMAL,951,1019
1,NORMAL,960,634
2,NORMAL,975,662
1,NORMAL,979,507
1,NORMAL,984,507
1,NORMAL,985,640
1,NORMAL,986,576
1,NORMAL,993,443
1,NORMAL,993,534
1,UTHOPP,1000,572
1,UTHOPP,1000,676
3,UTHOPP,1001,491
2,UTHOPP,1002,595
2,UTHOPP,1003,629
1,UTHOPP,1006,541
3,UTHOPP,1008,586
1,UTHOPP,1014,657
1,UTHOPP,1015,631
2,UTHOPP,1016,541
2,UTHOPP,1018,551
7,UTHOPP,1021,548
3,UTHOPP,1024,453
1,UTHOPP,1024,460
1,UTHOPP,1024,502
1,UTHOPP,1024,523
7,UTHOPP,1024,546
1,UTHOPP,1024,600
1,UTHOPP,1024,622
6,UTHOPP,1024,627
2,UTHOPP,1024,629
16,UTHOPP,1024,643
2,UTHOPP,1024,649
1,UTHOPP,1024,651
1,UTHOPP,1024,652
1,UTHOPP,1024,653
6,UTHOPP,1024,655
88,UTHOPP,1024,667
1,UTHOPP,1024,671
11,UTHOPP,1024,673
2,UTHOPP,1024,674
1,UTHOPP,1024,682
1,UTHOPP,1024,695
6,UTHOPP,1024,712
1,UTHOPP,1024,726
5,UTHOPP,1024,733
1,UTHOPP,1024,743
3,UTHOPP,1024,754
7,UTHOPP,1024,774
1,UTHOPP,1024,812
1,UTHOPP,1026,657
1,UTHOPP,1026,671
2,UTHOPP,1027,563
1,UTHOPP,1028,699
2,UTHOPP,1029,578
3,UTHOPP,1032,733
1,UTHOPP,1034,529
1,UTHOPP,1034,541
1,UTHOPP,1034,548
1,UTHOPP,1034,558
3,UTHOPP,1034,561
1,UTHOPP,1034,586
2,UTHOPP,1034,588
15,UTHOPP,1034,593
1,UTHOPP,1036,661
4,UTHOPP,1038,521
1,UTHOPP,1042,597
1,UTHOPP,1043,434
1,UTHOPP,1044,443
1,UTHOPP,1050,276
1,UTHOPP,1051,578
2,UTHOPP,1052,457
1,UTHOPP,1053,856
2,UTHOPP,1067,507
2,UTHOPP,1067,732
2,UTHOPP,1069,633
1,UTHOPP,1070,926
2,UTHOPP,1079,672
1,UTHOPP,1085,688
1,UTHOPP,1088,470
3,UTHOPP,1097,538
8,UTHOPP,1098,518
1,UTHOPP,1103,537
1,UTHOPP,1108,667
3,UTHOPP,1109,1017
2,UTHOPP,1113,741
3,UTHOPP,1120,607
1,UTHOPP,1120,610
2,UTHOPP,1120,648
15,UTHOPP,1120,649
1,UTHOPP,1127,563
1,UTHOPP,1131,732
1,UTHOPP,1138,720
1,UTHOPP,1145,525
1,UTHOPP,1145,856
2,UTHOPP,1146,602
3,UTHOPP,1152,596
3,UTHOPP,1152,607
1,UTHOPP,1152,626
5,UTHOPP,1152,644
1,UTHOPP,1152,676
11,UTHOPP,1152,724
2,UTHOPP,1152,747
16,UTHOPP,1152,769
3,UTHOPP,1154,817
1,UTHOPP,1155,732
1,UTHOPP,1159,659
1,UTHOPP,1163,731
3,UTHOPP,1166,572
1,UTHOPP,1170,570
5,UTHOPP,1173,735
4,UTHOPP,1174,560
1,UTHOPP,1176,491
1,UTHOPP,1178,742
1,UTHOPP,1184,243
1,UTHOPP,1184,490
1,UTHOPP,1184,509
2,UTHOPP,1184,523
2,UTHOPP,1184,560
3,UTHOPP,1184,571
2,UTHOPP,1184,584
16,UTHOPP,1184,590
5,UTHOPP,1184,612
1,UTHOPP,1184,628
3,UTHOPP,1184,642
2,UTHOPP,1184,678
11,UTHOPP,1184,687
1,UTHOPP,1184,853
1,UTHOPP,1186,562
3,UTHOPP,1186,591
2,UTHOPP,1189,917
1,UTHOPP,1192,691
2,UTHOPP,1193,612
1,UTHOPP,1198,559
1,UTHOPP,1198,761
2,UTHOPP,1201,797
1,UTHOPP,1206,747
1,UTHOPP,1210,583
2,UTHOPP,1213,444
3,UTHOPP,1213,756
4,UTHOPP,1219,807
2,UTHOPP,1219,814
2,UTHOPP,1219,894
1,UTHOPP,1222,727
1,UTHOPP,1229,623
1,UTHOPP,1231,590
2,UTHOPP,1232,628
1,UTHOPP,1234,547
1,UTHOPP,1234,699
1,UTHOPP,1238,947
2,UTHOPP,1242,614
1,UTHOPP,1242,939
1,UTHOPP,1257,784
11,UTHOPP,1260,681
2,UTHOPP,1261,791
1,UTHOPP,1263,642
1,UTHOPP,1264,850
3,UTHOPP,1264,896
4,UTHOPP,1265,837
2,UTHOPP,1270,768
1,UTHOPP,1270,797
4,UTHOPP,1270,917
1,UTHOPP,1272,658
2,UTHOPP,1272,663
1,UTHOPP,1274,639
11,UTHOPP,1280,553
1,UTHOPP,1280,570
2,UTHOPP,1280,575
5,UTHOPP,1280,580
11,UTHOPP,1280,582
2,UTHOPP,1280,591
16,UTHOPP,1280,595
2,UTHOPP,1280,599
4,UTHOPP,1280,603
1,UTHOPP,1280,607
9,UTHOPP,1280,608
2,UTHOPP,1280,609
5,UTHOPP,1280,611
2,UTHOPP,1280,616
6,UTHOPP,1280,622
4,UTHOPP,1280,625
7,UTHOPP,1280,627
3,UTHOPP,1280,628
1,UTHOPP,1280,631
5,UTHOPP,1280,633
1,UTHOPP,1280,638
11,UTHOPP,1280,643
4,UTHOPP,1280,651
3,UTHOPP,1280,653
3,UTHOPP,1280,654
1,UTHOPP,1280,655
6,UTHOPP,1280,657
1,UTHOPP,1280,659
12,UTHOPP,1280,660
1,UTHOPP,1280,673
4,UTHOPP,1280,675
13,UTHOPP,1280,681
15,UTHOPP,1280,683
1,UTHOPP,1280,688
28,UTHOPP,1280,705
1,UTHOPP,1280,706
1,UTHOPP,1280,722
5,UTHOPP,1280,791
1,UTHOPP,1280,796
3,UTHOPP,1280,814
2,UTHOPP,1280,820
4,UTHOPP,1280,835
1,UTHOPP,1280,843
3,UTHOPP,1280,855
1,UTHOPP,1280,860
3,UTHOPP,1280,865
3,UTHOPP,1280,875
1,UTHOPP,1280,880
17,UTHOPP,1280,884
6,UTHOPP,1280,885
15,UTHOPP,1280,893
1,UTHOPP,1280,894
6,UTHOPP,1280,896
8,UTHOPP,1280,899
3,UTHOPP,1280,904
14,UTHOPP,1280,905
8,UTHOPP,1280,907
1,UTHOPP,1280,908
4,UTHOPP,1280,909
1,UTHOPP,1280,915
5,UTHOPP,1280,917
1,UTHOPP,1280,918
1,UTHOPP,1280,919
41,UTHOPP,1280,923
1,UTHOPP,1280,924
59,UTHOPP,1280,929
34,UTHOPP,1280,930
5,UTHOPP,1280,933
4,UTHOPP,1280,938
5,UTHOPP,1280,946
3,UTHOPP,1280,947
2,UTHOPP,1280,958
121,UTHOPP,1280,968
13,UTHOPP,1280,969
2,UTHOPP,1286,620
1,UTHOPP,1286,722
1,UTHOPP,1287,799
1,UTHOPP,1288,872
2,UTHOPP,1295,835
7,UTHOPP,1297,621
2,UTHOPP,1300,721
1,UTHOPP,1301,612
1,UTHOPP,1301,614
1,UTHOPP,1301,618
3,UTHOPP,1301,733
1,UTHOPP,1309,522
1,UTHOPP,1309,726
1,UTHOPP,1309,860
4,UTHOPP,1314,571
2,UTHOPP,1315,570
9,UTHOPP,1316,836
1,UTHOPP,1316,929
1,UTHOPP,1317,789
6,UTHOPP,1320,667
1,UTHOPP,1320,691
2,UTHOPP,1321,773
3,UTHOPP,1324,648
1,UTHOPP,1329,746
3,UTHOPP,1333,696
6,UTHOPP,1333,947
2,UTHOPP,1335,783
1,UTHOPP,1336,582
1,UTHOPP,1336,869
1,UTHOPP,1339,633
2,UTHOPP,1344,657
1,UTHOPP,1344,687
1,UTHOPP,1344,701
3,UTHOPP,1344,702
3,UTHOPP,1344,705
1,UTHOPP,1344,709
2,UTHOPP,1344,716
30,UTHOPP,1344,728
1,UTHOPP,1344,729
2,UTHOPP,1344,732
4,UTHOPP,1344,737
3,UTHOPP,1344,739
1,UTHOPP,1344,740
4,UTHOPP,1344,741
3,UTHOPP,1344,745
2,UTHOPP,1344,747
1,UTHOPP,1344,764
2,UTHOPP,1344,784
2,UTHOPP,1344,795
1,UTHOPP,1347,695
1,UTHOPP,1347,742
2,UTHOPP,1347,978
3,UTHOPP,1349,926
1,UTHOPP,1349,969
5,UTHOPP,1350,620
1,UTHOPP,1354,727
10,UTHOPP,1354,751
1,UTHOPP,1360,599
8,UTHOPP,1360,622
1,UTHOPP,1360,623
3,UTHOPP,1360,628
2,UTHOPP,1360,629
12,UTHOPP,1360,643
10,UTHOPP,1360,651
6,UTHOPP,1360,673
1,UTHOPP,1360,674
1,UTHOPP,1366,575
2,UTHOPP,1366,598
2,UTHOPP,1366,599
1,UTHOPP,1366,609
5,UTHOPP,1366,622
17,UTHOPP,1366,628
2,UTHOPP,1366,629
1,UTHOPP,1366,643
4,UTHOPP,1366,644
9,UTHOPP,1366,649
16,UTHOPP,1366,651
2,UTHOPP,1366,653
1,UTHOPP,1366,673
2,UTHOPP,1367,911
3,UTHOPP,1377,821
1,UTHOPP,1379,926
2,UTHOPP,1382,808
1,UTHOPP,1384,721
1,UTHOPP,1385,729
1,UTHOPP,1391,681
1,UTHOPP,1400,695
6,UTHOPP,1400,701
5,UTHOPP,1400,797
5,UTHOPP,1400,910
4,UTHOPP,1400,925
4,UTHOPP,1400,933
3,UTHOPP,1400,935
2,UTHOPP,1413,883
5,UTHOPP,1415,803
1,UTHOPP,1420,729
1,UTHOPP,1420,894
2,UTHOPP,1422,713
2,UTHOPP,1422,819
1,UTHOPP,1424,618
1,UTHOPP,1428,751
1,UTHOPP,1437,795
1,UTHOPP,1439,855
3,UTHOPP,1440,708
3,UTHOPP,1440,730
7,UTHOPP,1440,731
2,UTHOPP,1440,732
1,UTHOPP,1440,734
1,UTHOPP,1440,736
1,UTHOPP,1440,743
1,UTHOPP,1440,752
14,UTHOPP,1440,760
2,UTHOPP,1440,765
2,UTHOPP,1440,769
7,UTHOPP,1440,775
2,UTHOPP,1440,776
8,UTHOPP,1440,780
25,UTHOPP,1440,781
6,UTHOPP,1440,783
10,UTHOPP,1440,785
6,UTHOPP,1440,786
32,UTHOPP,1440,799
25,UTHOPP,1440,805
9,UTHOPP,1440,806
1,UTHOPP,1440,814
11,UTHOPP,1440,822
4,UTHOPP,1440,844
1,UTHOPP,1441,920
1,UTHOPP,1452,612
6,UTHOPP,1461,813
2,UTHOPP,1464,640
4,UTHOPP,1469,934
1,UTHOPP,1473,691
1,UTHOPP,1474,935
5,UTHOPP,1477,910
1,UTHOPP,1487,753
1,UTHOPP,1487,926
6,UTHOPP,1489,949
1,UTHOPP,1495,692
5,UTHOPP,1498,582
3,UTHOPP,1505,832
1,UTHOPP,1505,854
2,UTHOPP,1513,814
3,UTHOPP,1514,721
2,UTHOPP,1520,1055
1,UTHOPP,1522,618
1,UTHOPP,1522,903
3,UTHOPP,1523,925
1,UTHOPP,1524,767
2,UTHOPP,1527,857
1,UTHOPP,1529,709
1,UTHOPP,1536,698
2,UTHOPP,1536,719
1,UTHOPP,1536,725
8,UTHOPP,1536,726
1,UTHOPP,1536,729
3,UTHOPP,1536,733
1,UTHOPP,1536,740
7,UTHOPP,1536,749
2,UTHOPP,1536,750
21,UTHOPP,1536,752
2,UTHOPP,1536,753
6,UTHOPP,1536,760
4,UTHOPP,1536,765
1,UTHOPP,1536,769
1,UTHOPP,1536,770
1,UTHOPP,1536,778
9,UTHOPP,1536,783
1,UTHOPP,1536,786
2,UTHOPP,1536,806
1,UTHOPP,1536,825
1,UTHOPP,1536,842
1,UTHOPP,1536,858
2,UTHOPP,1536,884
1,UTHOPP,1544,785
1,UTHOPP,1553,724
3,UTHOPP,1559,871
1,UTHOPP,1566,951
14,UTHOPP,1570,736
1,UTHOPP,1572,810
1,UTHOPP,1582,765
1,UTHOPP,1586,844
1,UTHOPP,1587,777
1,UTHOPP,1587,853
1,UTHOPP,1587,927
1,UTHOPP,1587,986
1,UTHOPP,1587,996
1,UTHOPP,1598,1097
2,UTHOPP,1600,1043
1,UTHOPP,1600,1054
7,UTHOPP,1600,1081
1,UTHOPP,1600,1082
1,UTHOPP,1600,1105
1,UTHOPP,1600,1145
1,UTHOPP,1600,1161
1,UTHOPP,1600,691
1,UTHOPP,1600,707
13,UTHOPP,1600,731
2,UTHOPP,1600,735
1,UTHOPP,1600,736
5,UTHOPP,1600,737
12,UTHOPP,1600,754
1,UTHOPP,1600,755
8,UTHOPP,1600,760
2,UTHOPP,1600,761
25,UTHOPP,1600,775
2,UTHOPP,1600,778
3,UTHOPP,1600,780
69,UTHOPP,1600,783
1,UTHOPP,1600,784
9,UTHOPP,1600,787
1,UTHOPP,1600,793
2,UTHOPP,1600,794
1,UTHOPP,1600,799
7,UTHOPP,1600,805
2,UTHOPP,1600,822
2,UTHOPP,1600,844
2,UTHOPP,1600,881
1,UTHOPP,1600,923
1,UTHOPP,1608,844
1,UTHOPP,1612,1070
2,UTHOPP,1616,844
1,UTHOPP,1623,844
1,UTHOPP,1629,935
1,UTHOPP,1632,792
1,UTHOPP,1637,784
6,UTHOPP,1647,861
1,UTHOPP,1657,925
1,UTHOPP,1662,917
1,UTHOPP,1664,705
5,UTHOPP,1664,831
1,UTHOPP,1664,947
